id,LOCATION,AGE,HEIGHT,WEIGHT,WINGSPAN,X0.10M,X0.30M,X0.40M,X30.40M,TRIPLE.BROAD.JUMP,SINGLE.BROAD.JUMP,ABSOLUTE.6SEC.PEAK.POWER,RELATIVE.6SEC.PEAK.POWER,UB.PUSH,UB.PULL,LB.PUSH,CONCEPT.TOTAL,ARM.LEG.BIKE,NA.,HEIGHT.1,WEIGHT.1,WINGSPAN.1,X0.10M.1,X0.30M.1,X0.40M.1,X30.40M.1,TRIPLE.BROAD.JUMP.1,SINGLE.BROAD.JUMP.1,ABSOLUTE.6SEC.PEAK.POWER.1,RELATIVE.6SEC.PEAK.POWER.1,UB.PUSH.1,UB.PULL.1,LB.PUSH.1,CONCEPT.TOTAL.1,ARM.LEG.BIKE.1,CUMULATIVE..PHYSICAL.TESTS.
294,BC,19,183.5,73.1,188,1.67,4.34,5.67,1.33,7.5,2.33,1113,15.22571819,244,401,704,1349,76,#N/A,2.016233634,0.966243294,1.785665497,1.611599648,1.133375659,0.819343307,-0.063804955,1.180942589,0.680799004,1.686374104,1.102544885,0.300858552,1.717533055,1.889996634,1.613895482,2.674290892,1.478203431
295,AB,15.7,175,77,184,1.91,4.48,5.67,1.19,7.01,2.32,924,12,148,316,319,783,64,#N/A,0.890374413,1.345897392,1.349571279,-0.078801714,0.624454356,0.819343307,0.997609232,0.497297148,0.636105667,0.546358335,-0.667069828,-1.412074225,0.554171875,-1.401941512,-0.899828355,0.04684094,-0.040683357
296,AB,14.9,165.5,56.9,164,1.83,4.43,5.67,1.24,7.07,2.38,800,14.05975395,188,205,422,815,60,#N/A,-0.367938833,-0.610781422,-0.830899813,0.484665407,0.806211964,0.819343307,0.618532737,0.581008835,0.904265691,-0.201588518,0.462902067,-0.698352234,-0.96504096,-0.521241177,-0.757709693,-0.82897571,0.055313761
297,ATLANTIC,14.7,161.5,48.8,164.3,1.84,4.42,5.67,1.25,7.7,2.45,729,14.93852459,136,182,275,593,60,#N/A,-0.897754936,-1.39929378,-0.798192747,0.414232017,0.842563486,0.819343307,0.542717438,1.459981544,1.217119052,-0.62984841,0.944991746,-1.626190822,-1.279832809,-1.778163014,-1.743657911,-0.82897571,0.130336595
298,AB,14.9,161,53.3,168.5,1.81,4.42,5.67,1.25,7,2.19,708,13.28330206,149,267,324,740,62,#N/A,-0.963981949,-0.961231359,-0.340293818,0.625532187,0.842563486,0.819343307,0.542717438,0.4833452,0.055092282,-0.756516829,0.036944,-1.394231175,-0.116471629,-1.359189069,-1.090800307,-0.391067385,-0.028447037
299,Toronto,25.24109589,169,62.2,168.6,1.87,4.46,5.67,1.21,7.51,2.42,918,14.75884244,325,342,564,1231,67,#N/A,0.095650258,-0.094841237,-0.329391462,0.202931847,0.6971574,0.819343307,0.845978634,1.194894536,1.08303904,0.510167358,0.846418916,1.746145582,0.91002353,0.692928217,1.089832915,0.703703428,0.930838621
300,Quebec,19.5,161.9,73.4,177.9,1.86,4.45,5.68,1.23,7.5,2.58,1013,13.80108992,323,380,683,1386,66,#N/A,-0.844773326,0.995447455,0.684527596,0.273365237,0.733508921,0.792334928,0.694348036,1.180942589,1.798132437,1.083191157,0.321000123,1.710459482,1.43011441,1.710436371,1.778220185,0.484749266,0.911449418
301,AB,#N/A,172.5,53.3,170,1.87,4.47,5.69,1.22,7.14,2.28,742,13.92120075,198,204,489,891,68,#N/A,0.559239349,-0.961231359,-0.176758486,0.202931847,0.660805878,0.765326549,0.770163335,0.678672469,0.457332318,-0.551434627,0.386892394,-0.519921737,-0.978727562,0.051641565,-0.42017787,0.922657591,0.466674226
302,BC,14,167,53.8,169,1.67,4.4,5.69,1.29,6.25,2.23,634,11.78438662,138,154,298,590,64,#N/A,-0.169257794,-0.912557756,-0.28578204,1.611599648,0.915266529,0.765326549,0.239456242,-0.563050882,0.233865631,-1.202872209,-0.785354375,-1.590504722,-1.663057668,-1.581501774,-1.756981536,0.04684094,-0.458643861
303,BC,19,167,63.3,173.5,1.73,4.41,5.71,1.3,7.35,2.28,830,13.1121643,253,289,470,1012,65,#N/A,-0.169257794,0.012240688,0.204823955,1.188999307,0.878915008,0.71130979,0.163640943,0.971663372,0.457332318,-0.020633634,-0.056941421,0.461446,0.184633618,-0.11081772,0.117208321,0.265795103,0.401807033
304,Quebec,23.6,165.2,63.9,170.8,1.87,4.52,5.71,1.19,7.05,2.23,884,13.83411581,259,293,575,1127,64,#N/A,-0.40767504,0.070649011,-0.089539642,0.202931847,0.47904827,0.71130979,0.997609232,0.553104939,0.233865631,0.305085157,0.339117979,0.568504298,0.239380026,0.786983593,0.627947263,0.04684094,0.455664182
305,Toronto,23.04657534,164.5,58.1,172.2,1.86,4.47,5.71,1.24,6.96,2.23,876,15.07745267,241,277,607,1125,65,#N/A,-0.500392859,-0.493964776,0.063093334,0.273365237,0.660805878,0.71130979,0.618532737,0.427537409,0.233865631,0.256830521,1.021207074,0.247329403,0.020394392,1.060599231,0.619064847,0.265795103,0.608982845
306,ATLANTIC,16.4,163.7,54.5,158,1.86,4.48,5.72,1.24,6.9,2.3,682,12.51376147,230,244,404,878,59,#N/A,-0.606356079,-0.844414713,-1.485041141,0.273365237,0.624454356,0.684301411,0.618532737,0.343825723,0.546718992,-0.913344395,-0.385222562,0.051055855,-0.431263478,-0.675149973,-0.477913577,-1.047929873,-0.176587776
307,AB,17.2,176.5,67.1,180.5,1.87,4.48,5.72,1.24,7.2,2.31,890,13.26378539,219,221,444,884,72,#N/A,1.089055452,0.382160066,0.967988838,0.202931847,0.624454356,0.684301411,0.618532737,0.762384156,0.59141233,0.341276133,0.026237242,-0.145217692,-0.746055326,-0.333130426,-0.451266327,1.798474241,0.564026144
308,Toronto,22,171,76.95,179.8,1.96,4.51,5.72,1.21,8.08,2.5,1237,16.07537362,407,480,559,1446,72,#N/A,0.36055831,1.341030032,0.891672349,-0.430968664,0.515399792,0.684301411,0.845978634,1.990155559,1.440585739,2.434320957,1.568662087,3.209275662,2.798774622,0.650175774,2.044692676,1.798474241,1.617257195
309,AB,18.8,172,59.8,170,1.88,4.49,5.73,1.24,7.81,2.45,806,13.47826087,225,336,496,1057,69,#N/A,0.493012336,-0.328474528,-0.176758486,0.132498457,0.588102835,0.657293032,0.618532737,1.613452969,1.217119052,-0.165397542,0.143897537,-0.038159394,0.827903917,0.111494986,0.31706269,1.141611753,0.774663596
310,Quebec,21,183.2,72,184.9,1.91,4.52,5.73,1.21,7.29,2.37,934,12.97222222,256,314,614,1184,64,#N/A,1.976497426,0.859161369,1.447692478,-0.078801714,0.47904827,0.657293032,0.845978634,0.887951686,0.859572354,0.60667663,-0.133713023,0.514975149,0.526798671,1.120452652,0.88109613,0.04684094,0.467893753
311,BC,17,172.5,66.6,178,1.77,4.44,5.74,1.3,6.29,2.13,821,12.32732733,224,223,458,905,68,#N/A,0.559239349,0.333486464,0.695429951,0.907265747,0.769860443,0.630284652,0.163640943,-0.507243091,-0.213067742,-0.0749201,-0.487499506,-0.056002443,-0.718682122,-0.213423584,-0.358000955,0.922657591,0.040039738
312,ATLANTIC,15.7,164.1,54.2,166.4,1.89,4.46,5.74,1.28,7.36,2.35,825,15.22140221,215,252,392,859,58,#N/A,-0.553374469,-0.873618874,-0.569243282,0.062065066,0.6971574,0.630284652,0.315271541,0.98561532,0.770185679,-0.050792782,1.100177157,-0.216589891,-0.321770661,-0.777755838,-0.562296532,-1.266884035,0.177379312
313,Toronto,16.2630137,164.5,56.5,172.4,1.85,4.49,5.74,1.25,7.73,2.48,895,15.84070796,240,241,524,1005,58,#N/A,-0.500392859,-0.649720304,0.084898045,0.343798627,0.588102835,0.630284652,0.542717438,1.501837387,1.351199064,0.371435281,1.439925548,0.229486353,-0.472323284,0.35090867,0.086119864,-1.266884035,0.478256683
314,BC,18,163,54.5,164,1.72,4.49,5.75,1.26,7.01,2.26,783,14.36697248,191,229,475,895,68,#N/A,-0.699073897,-0.844414713,-0.830899813,1.259432697,0.588102835,0.603276273,0.466902139,0.497297148,0.367945643,-0.304129619,0.631440788,-0.644823085,-0.636562509,-0.068065276,-0.402413037,0.922657591,0.450451753
315,ATLANTIC,22.9,160,61,160,1.9,4.5,5.75,1.25,7,2.23,822,13.47540984,207,275,492,974,60,#N/A,-1.096435975,-0.211657883,-1.266994032,-0.008368324,0.551751313,0.603276273,0.542717438,0.4833452,0.233865631,-0.06888827,0.142333473,-0.359334289,-0.006978812,0.077293031,-0.05155759,-0.82897571,0.069684329
316,ATLANTIC,14.2,160.6,55.6,163.8,1.87,4.47,5.75,1.28,7.27,2.4,835,15.01798561,281,332,528,1141,61,#N/A,-1.01696356,-0.737332788,-0.852704524,0.202931847,0.660805878,0.603276273,0.315271541,0.86004779,0.993652366,0.009525513,0.98858371,0.961051393,0.773157509,0.385110624,0.690124178,-0.610021548,0.506402081
317,Toronto,17.64657534,170,65.6,177.6,1.91,4.5,5.75,1.25,7.11,2.4,921,14.03963415,221,243,560,1024,58,#N/A,0.228104284,0.236139259,0.651820529,-0.078801714,0.551751313,0.603276273,0.542717438,0.636816626,0.993652366,0.528262847,0.45186443,-0.109531593,-0.44495008,0.658726262,0.170502819,-1.266884035,0.119115223
318,BC,14,162.5,54.5,162,1.73,4.44,5.76,1.32,6.05,1.97,786,14.42201835,178,214,443,835,64,#N/A,-0.76530091,-0.844414713,-1.048946923,1.188999307,0.769860443,0.576267894,0.012010344,-0.842089837,-0.928161139,-0.286034131,0.661638709,-0.876782732,-0.841861541,-0.341680914,-0.668885529,0.04684094,-0.045245565
319,ATLANTIC,19.4,166.4,62.4,166.2,1.94,4.5,5.76,1.26,7.04,2.35,955,15.30448718,211,323,523,1057,62,#N/A,-0.248730209,-0.075371796,-0.591047993,-0.290101884,0.551751313,0.576267894,0.466902139,0.539152991,0.770185679,0.733345048,1.145757201,-0.28796209,0.64997809,0.342358181,0.31706269,-0.391067385,0.437434678
320,Quebec,18.1,165.5,58.8,164.1,1.83,4.48,5.76,1.28,6.24,1.99,794,13.50340136,217,206,401,824,54,#N/A,-0.367938833,-0.425821733,-0.819997458,0.484665407,0.624454356,0.576267894,0.315271541,-0.57700283,-0.838774464,-0.237779495,0.157689499,-0.180903792,-0.951354358,-0.700801439,-0.717738819,-2.142700686,-0.540696988
321,BC,15,175,76.3,172,1.66,4.44,5.77,1.33,6.47,2.1,896,11.74311927,240,282,485,1007,68,#N/A,0.890374413,1.277754349,0.041288623,1.682033038,0.769860443,0.549259515,-0.063804955,-0.256108031,-0.347147754,0.37746711,-0.807993461,0.229486353,0.088827403,0.017439611,0.09500228,0.922657591,0.100563579
322,AB,14.9,164,59,162,1.89,4.51,5.77,1.26,7.1,2.28,801,13.57627119,249,314,548,1111,69,#N/A,-0.566619871,-0.406352292,-1.048946923,0.062065066,0.515399792,0.549259515,0.466902139,0.622864678,0.457332318,-0.195556689,0.197665563,0.390073801,0.526798671,0.556120398,0.556887932,1.141611753,0.613657888
323,Quebec,15.6,151.5,54.3,153,1.88,4.48,5.79,1.31,5.95,1.9,796,14.65930018,149,165,420,734,60,#N/A,-2.222295195,-0.871515211,-2.030158914,0.132498457,0.624454356,0.495242756,0.087825643,-0.981609315,-1.2410145,-0.225715836,0.791810473,-1.394231175,-1.512505045,-0.538342154,-1.117447556,-0.82897571,-0.32819587
324,ATLANTIC,13.5,163.4,52.9,160.8,1.89,4.54,5.8,1.26,6.12,2.01,670,12.66540643,183,181,375,739,56,#N/A,-0.646092287,-1.000170241,-1.179775188,0.062065066,0.406345227,0.468234377,0.466902139,-0.744426203,-0.749387789,-0.985726349,-0.30203081,-0.787567483,-1.293519411,-0.923114145,-1.095241515,-1.704792361,-0.675651302
325,AB,20.8,165.5,62.6,163.5,1.86,4.51,5.8,1.29,7.28,2.41,896,14.31309904,303,226,529,1058,68,#N/A,-0.367938833,-0.055902355,-0.885411591,0.273365237,0.515399792,0.468234377,0.239456242,0.873999738,1.038345703,0.37746711,0.60188606,1.353598487,-0.677622316,0.393661113,0.321503898,0.922657591,0.637656333
326,Toronto,14.38082192,164,48.5,167.6,1.82,4.5,5.8,1.3,6.6,2.19,669,13.79381443,189,178,340,707,56,#N/A,-0.566619871,-1.428497941,-0.438415017,0.555098797,0.551751313,0.468234377,0.163640943,-0.07473271,0.055092282,-0.991758178,0.317008824,-0.680509185,-1.334579217,-1.222381249,-1.237360177,-1.704792361,-0.44632841
327,Quebec,25.9,166.9,69.3,177,1.89,4.56,5.81,1.25,7.59,2.41,981,14.15584416,232,300,583,1115,68,#N/A,-0.182503196,0.596323916,0.586406396,0.062065066,0.333642183,0.441225998,0.542717438,1.306510119,1.038345703,0.890172615,0.515616726,0.086741955,0.335186241,0.855387502,0.574652765,0.922657591,0.75213264
328,ATLANTIC,19.8,168.1,71.5,170.8,1.91,4.54,5.81,1.27,6.43,2.11,876,12.25174825,244,310,593,1147,64,#N/A,-0.023558365,0.810487766,-0.089539642,-0.078801714,0.406345227,0.441225998,0.39108684,-0.311915822,-0.302454416,0.256830521,-0.528961852,0.300858552,0.472052262,0.940892389,0.716771427,0.04684094,0.072792138
329,Toronto,20.95616438,165,68.6,178.6,1.85,4.54,5.81,1.27,7.31,2.4,1037,15.11661808,246,323,618,1187,58,#N/A,-0.434165846,0.528180873,0.760844084,0.343798627,0.406345227,0.441225998,0.39108684,0.915855581,0.993652366,1.227955064,1.042693043,0.336544651,0.64997809,1.154654606,0.894419755,-1.266884035,0.405462068
330,BC,13,159,54.4,159.5,1.81,4.55,5.82,1.27,5.55,1.92,685,12.59191176,166,238,350,754,65,#N/A,-1.228890001,-0.854149433,-1.321505809,0.625532187,0.369993705,0.414217618,0.39108684,-1.539687226,-1.151627825,-0.895248907,-0.342349656,-1.090899329,-0.51338309,-1.136876363,-1.028623392,0.265795103,-0.446129511
331,ATLANTIC,20.2,164.5,66.2,167.2,1.91,4.51,5.82,1.31,6.87,2.16,1065,16.08761329,267,341,516,1124,65,#N/A,-0.500392859,0.294547582,-0.482024439,-0.078801714,0.515399792,0.414217618,0.087825643,0.301969879,-0.07898773,1.396846289,1.575376718,0.711248696,0.896336928,0.28250476,0.614623639,0.265795103,0.634396591
332,Toronto,18.56164384,156,52.1,158.2,1.94,4.55,5.83,1.28,5.87,1.55,671,12.87907869,173,174,288,635,59,#N/A,-1.626252079,-1.078048004,-1.46323643,-0.290101884,0.369993705,0.387209239,0.315271541,-1.093224897,-2.805281305,-0.979694519,-0.18481115,-0.965997981,-1.389325626,-1.667006661,-1.557127167,-1.047929873,-0.69917677
333,BC,15,173,60.8,171,1.79,4.56,5.84,1.28,6.3,2.11,858,14.11184211,238,228,299,765,66,#N/A,0.625466362,-0.231127324,-0.067734931,0.766398967,0.333642183,0.36020086,0.315271541,-0.493291143,-0.302454416,0.148257591,0.491477396,0.193800253,-0.650249111,-1.572951286,-0.979770102,0.484749266,-0.027326745
334,BC,29,159.5,61,157,1.77,4.49,5.86,1.37,7.31,2.35,634,10.39344262,166,215,378,759,64,#N/A,-1.162662988,-0.211657883,-1.594064696,0.907265747,0.588102835,0.306184101,-0.367066151,0.915855581,0.770185679,-1.202872209,-1.548420089,-1.090899329,-0.828174939,-0.897462679,-1.006417351,0.04684094,-0.257191363
335,BC,23,169,63.2,169,1.8,4.56,5.86,1.3,6.85,2.21,727,11.50316456,221,279,375,875,59,#N/A,0.095650258,0.002505968,-0.28578204,0.695965577,0.333642183,0.306184101,0.163640943,0.274065984,0.144478957,-0.641912069,-0.939631551,-0.109531593,0.047767596,-0.923114145,-0.491237201,-1.047929873,-0.379709708
336,BC,15,170.5,63.9,175.5,1.81,4.55,5.86,1.31,6.48,2.11,677,10.59467919,269,282,549,1100,68,#N/A,0.294331297,0.070649011,0.422871065,0.625532187,0.369993705,0.306184101,0.087825643,-0.242156084,-0.302454416,-0.943503542,-1.438022601,0.746934796,0.088827403,0.564670887,0.508034642,0.922657591,0.01133953
337,Toronto,15.93150685,161.7,60.45,166,1.95,4.59,5.86,1.27,6.7,2.14,890,14.7229115,246,303,425,974,60,#N/A,-0.871264131,-0.265198845,-0.612852704,-0.360535274,0.224587619,0.306184101,0.39108684,0.064786767,-0.168374404,0.341276133,0.826707358,0.336544651,0.376246047,-0.495589711,-0.05155759,-0.82897571,0.063428985
338,Toronto,15.24931507,170,60.85,174.6,1.94,4.59,5.86,1.27,7.02,2.33,925,15.20131471,226,252,442,920,65,#N/A,0.228104284,-0.226259963,0.324749865,-0.290101884,0.224587619,0.306184101,0.39108684,0.511249096,0.680799004,0.552390165,1.08915724,-0.020316344,-0.321770661,-0.350231403,-0.291382832,0.265795103,0.376200542
339,AB,24.9,158,74,159.5,1.85,4.54,5.87,1.33,7.65,2.44,1080,14.59459459,249,324,671,1244,65,#N/A,-1.361344027,1.450855929,-1.321505809,0.343798627,0.406345227,0.279175722,-0.063804955,1.390221805,1.172425715,1.487323731,0.756313273,0.390073801,0.663664692,1.607830507,1.147568622,0.265795103,0.767814905
340,Toronto,17.44931507,168,60.35,176,1.86,5.54,5.87,0.33,6.34,2.06,866,14.34962717,180,175,494,849,68,#N/A,-0.036803768,-0.274933566,0.477382842,0.273365237,-3.228806934,0.279175722,7.517724954,-0.437483352,-0.525921103,0.196512226,0.621925232,-0.841096632,-1.375639024,0.094394009,-0.606708614,0.922657591,0.155913316
341,Toronto,15.73972603,167.5,74.35,175.4,1.89,4.56,5.87,1.31,6.98,2.38,927,12.46805649,314,408,507,1229,65,#N/A,-0.103030781,1.0879273,0.411968709,0.062065066,0.333642183,0.279175722,0.087825643,0.455441305,0.904265691,0.564453824,-0.410296111,1.549872035,1.81333927,0.205550362,1.080950499,0.265795103,0.334213303
342,Toronto,15.90410959,172,69.05,174.2,1.89,4.57,5.87,1.3,7.52,2.41,1048,15.17740768,259,323,540,1122,66,#N/A,0.493012336,0.571987115,0.281140444,0.062065066,0.297290662,0.279175722,0.163640943,1.208846484,1.038345703,1.294305189,1.076041948,0.568504298,0.64997809,0.487716489,0.605741222,0.484749266,0.730910928
343,BC,16,155.5,58.8,157,1.77,4.57,5.88,1.31,6.52,2.15,800,13.60544218,172,281,407,860,66,#N/A,-1.692479092,-0.425821733,-1.594064696,0.907265747,0.297290662,0.252167343,0.087825643,-0.186348292,-0.123681067,-0.201588518,0.213668639,-0.98384103,0.075140801,-0.649498507,-0.557855324,0.484749266,0.041276326
344,Quebec,20,166.8,61.7,172.2,1.92,4.61,5.88,1.27,7.3,2.36,846,13.71150729,215,266,439,920,64,#N/A,-0.195748599,-0.143514839,0.063093334,-0.149235104,0.151884575,0.252167343,0.39108684,0.901903633,0.814879016,0.075875637,0.271855492,-0.216589891,-0.130158231,-0.375882869,-0.291382832,0.04684094,0.236276915
345,Toronto,20.15068493,168.5,56.3,172.8,1.94,4.61,5.88,1.27,6.36,2.11,843,14.97335702,217,294,447,958,64,#N/A,0.029423245,-0.669189745,0.128507467,-0.290101884,0.151884575,0.252167343,0.39108684,-0.409579457,-0.302454416,0.057780149,0.96410066,-0.180903792,0.253066628,-0.30747896,-0.122616921,0.04684094,0.146182513
346,AB,17.7,169,65.2,167.5,1.86,4.58,5.89,1.31,7.75,2.36,934,14.32515337,239,276,476,991,68,#N/A,0.095650258,0.197200377,-0.449317372,0.273365237,0.26093914,0.225158964,0.087825643,1.529741283,0.814879016,0.60667663,0.608499014,0.211643303,0.00670779,-0.059514788,0.023942949,0.922657591,0.66199996
347,Quebec,15.6,160.2,60.1,162.7,1.87,4.58,5.9,1.32,6.73,2.32,804,13.37770383,249,295,510,1054,64,#N/A,-1.06994517,-0.299270367,-0.972630434,0.202931847,0.26093914,0.198150584,0.012010344,0.106642611,0.636105667,-0.177461201,0.088732389,0.390073801,0.26675323,0.231201828,0.303739065,0.04684094,0.148821118
348,Quebec,16,167.8,57.5,164.8,2,4.63,5.91,1.28,6.17,2.14,728,12.66086957,220,239,333,792,67,#N/A,-0.063294573,-0.552373099,-0.74368097,-0.712702224,0.079181532,0.171142205,0.315271541,-0.674666464,-0.168374404,-0.63588024,-0.304519712,-0.127374642,-0.499696488,-1.28223467,-0.859857481,0.703703428,-0.192839605
349,Quebec,16.5,167.4,65.9,165,1.88,4.63,5.92,1.29,6.39,2.05,914,13.86949924,203,232,399,834,59,#N/A,-0.116276183,0.26534342,-0.721876259,0.132498457,0.079181532,0.144133826,0.239456242,-0.367723613,-0.57061444,0.48604004,0.358529175,-0.430706488,-0.595502703,-0.717902417,-0.673326737,-1.047929873,-0.317263445
350,Quebec,15.2,171.5,62,177.9,1.89,4.59,5.92,1.33,7,2.41,870,14.03225806,237,211,562,1010,60,#N/A,0.426785323,-0.114310678,0.684527596,0.062065066,0.224587619,0.144133826,-0.063804955,0.4833452,1.038345703,0.220639544,0.447817944,0.175957204,-0.882921347,0.67582724,0.108325905,-0.82897571,0.070929433
351,BC,16,175,60.8,182,1.81,4.58,5.93,1.35,6.4,2.1,749,12.31907895,235,278,499,1012,65,#N/A,0.890374413,-0.231127324,1.131524169,0.625532187,0.26093914,0.117125447,-0.215435553,-0.353771666,-0.347147754,-0.509211821,-0.492024531,0.140271104,0.034080994,0.137146452,0.117208321,0.265795103,-0.069133465
352,BC,16,165.5,61.5,170.5,1.73,4.61,5.93,1.32,6.03,1.91,786,12.7804878,218,241,488,947,67,#N/A,-0.367938833,-0.16298428,-0.122246709,1.188999307,0.151884575,0.117125447,0.012010344,-0.869993733,-1.196321162,-0.286034131,-0.238897676,-0.163060742,-0.472323284,0.043091077,-0.171470211,0.703703428,-0.091906549
353,BC,16,170,64.7,175,1.71,4.51,5.94,1.43,6.65,2.2,810,12.51931994,185,254,387,826,61,#N/A,0.228104284,0.148526775,0.368359287,1.329866087,0.515399792,0.090117067,-0.821957945,-0.004972971,0.099785619,-0.141270224,-0.38217321,-0.751881384,-0.294397456,-0.820508281,-0.708856403,-0.610021548,-0.323181413
354,BC,15,175.5,66.5,174.5,1.82,4.81,5.94,1.13,5.93,1.94,822,12.36090226,285,369,460,1114,64,#N/A,0.956601426,0.323751743,0.31384751,0.555098797,-0.575145857,0.090117067,1.452501027,-1.009513211,-1.062241151,-0.06888827,-0.469080449,1.032423592,1.279561787,-0.196322607,0.570211557,0.04684094,-0.154284819
355,AB,16.3,159,43.9,159.5,1.88,4.61,5.95,1.34,6.3,2.29,548,12.48291572,161,198,333,692,62,#N/A,-1.228890001,-2.097538553,-1.321505809,0.132498457,0.151884575,0.063108688,-0.139620254,-0.493291143,0.502025655,-1.721609543,-0.402144404,-1.180114578,-1.060847175,-1.28223467,-1.3039783,-0.391067385,-0.505474509
356,ATLANTIC,15.8,158.1,46.9,159.6,1.91,4.66,5.95,1.29,5.8,2.05,617,13.15565032,151,202,354,707,55,#N/A,-1.348098624,-1.584253469,-1.310603454,-0.078801714,-0.029873033,0.063108688,0.239456242,-1.190888532,-0.57061444,-1.30541331,-0.033085182,-1.358545075,-1.006100767,-1.102674408,-1.237360177,-1.923746523,-0.864394345
357,AB,18.8,161,80,161,1.89,4.62,5.96,1.34,6.76,2.15,1170,14.625,374,405,741,1520,72,#N/A,-0.963981949,1.637939006,-1.157970477,0.062065066,0.115533054,0.036100309,-0.139620254,0.148498454,-0.123681067,2.030188383,0.772993544,2.62045502,1.772279463,2.206364715,2.373342083,1.798474241,1.025881726
358,Quebec,16.8,172.7,66.4,176.8,1.93,4.64,5.96,1.32,6.55,2.07,733,11.03915663,263,277,517,1057,60,#N/A,0.585730154,0.314017023,0.564601686,-0.219668494,0.042830011,0.036100309,0.012010344,-0.144492449,-0.481227766,-0.605721092,-1.194184246,0.639876497,0.020394392,0.291055249,0.31706269,-0.82897571,-0.362897881
359,Toronto,16.20273973,179.5,70.6,181.8,1.9,4.64,5.96,1.32,6.35,2.13,965,13.66855524,238,254,422,914,62,#N/A,1.48641753,0.722875282,1.109719459,-0.008368324,0.042830011,0.036100309,0.012010344,-0.423531404,-0.213067742,0.793663343,0.248292186,0.193800253,-0.294397456,-0.521241177,-0.318030082,-0.391067385,-0.169647275
360,ATLANTIC,18.2,160.2,59.3,168,1.97,4.64,5.98,1.34,6.65,2.22,791,13.33895447,244,292,445,981,64,#N/A,-1.06994517,-0.282080911,-0.394805595,-0.501402054,0.042830011,-0.01791645,-0.139620254,-0.004972971,0.189172294,-0.255874984,0.067474663,0.300858552,0.225693424,-0.324579937,-0.020469133,0.04684094,0.01419141
361,Quebec,24.6,163.5,63.8,165.7,1.9,4.7,5.99,1.29,5.85,2.06,879,13.77742947,188,216,391,795,64,#N/A,-0.632846884,0.06091429,-0.645559771,-0.008368324,-0.175279119,-0.044924829,0.239456242,-1.121128793,-0.525921103,0.274926009,0.308020104,-0.698352234,-0.814488337,-0.786306326,-0.846533856,0.04684094,-0.331545287
362,Quebec,17,172.5,59.4,179.3,1.95,4.68,5.99,1.31,7.19,2.33,705,11.86868687,223,255,491,969,65,#N/A,0.559239349,-0.36741341,0.837160572,-0.360535274,-0.102576076,-0.044924829,0.087825643,0.748432208,0.680799004,-0.774612317,-0.73910763,-0.073845493,-0.280710854,0.068742543,-0.073763631,0.265795103,0.031286244
363,Toronto,15.34246575,164.5,56.9,170.4,1.98,4.71,5.99,1.28,5.79,1.83,713,12.53075571,208,226,372,806,60,#N/A,-0.500392859,-0.610781422,-0.133149064,-0.571835444,-0.211630641,-0.044924829,0.315271541,-1.204840479,-1.553867861,-0.726357682,-0.375899596,-0.341491239,-0.677622316,-0.948765611,-0.797680566,-0.82897571,-0.650464236
364,AB,19.1,172.5,63.6,170,1.92,4.68,6,1.32,6.11,2.06,730,11.47798742,187,255,482,924,66,#N/A,0.559239349,0.04144485,-0.176758486,-0.149235104,-0.102576076,-0.071933208,0.012010344,-0.758378151,-0.525921103,-0.623816581,-0.953443616,-0.716195284,-0.280710854,-0.008211855,-0.273618,0.484749266,-0.314524742
365,AB,18.6,177.5,63.4,177.5,1.93,4.67,6.01,1.34,6.87,2.18,828,13.05993691,170,163,550,883,66,#N/A,1.221509478,0.021975409,0.640918174,-0.219668494,-0.066224554,-0.098941587,-0.139620254,0.301969879,0.010398945,-0.032697293,-0.085593135,-1.01952713,-1.539878249,0.573221375,-0.455707536,0.484749266,0.029295377
366,BC,15,178.5,64.6,178,1.73,4.6,6.01,1.41,6.67,2.2,803,12.43034056,227,313,526,1066,64,#N/A,1.353963504,0.138792054,0.695429951,1.188999307,0.188236097,-0.098941587,-0.670327347,0.022930924,0.099785619,-0.18349303,-0.430986905,-0.002473294,0.513112068,0.368009647,0.357033563,0.04684094,-0.020624613
367,ATLANTIC,21.2,166.1,58.9,167.1,2.01,4.73,6.02,1.29,6.09,1.97,903,15.33106961,168,248,503,919,68,#N/A,-0.288466417,-0.416087012,-0.492926794,-0.783135614,-0.284333684,-0.125949967,0.239456242,-0.786282046,-0.928161139,0.419689916,1.160340204,-1.055213229,-0.376517069,0.171348407,-0.295824041,0.922657591,0.174988348
368,ATLANTIC,22.9,181.1,79.5,183,1.97,4.69,6.02,1.33,7.3,2.46,1264,15.89937107,343,440,737,1520,74,#N/A,1.698343971,1.589265404,1.240547724,-0.501402054,-0.138927597,-0.125949967,-0.063804955,0.901903633,1.261812389,2.597180353,1.472107868,2.067320477,2.251310537,2.17216276,2.373342083,2.236382567,1.371557237
369,Toronto,25.56164384,174,79.3,180.2,1.96,4.74,6.02,1.28,6.52,2.04,1021,12.87515763,277,291,600,1168,68,#N/A,0.757920388,1.569795963,0.935281771,-0.430968664,-0.320685205,-0.125949967,0.315271541,-0.186348292,-0.615307777,1.131445793,-0.186962229,0.889679194,0.212006822,1.00074581,0.810036799,0.922657591,0.24668678
